Symbol,Company Name,Industry,Market Cap
RRX,Regal Rexnord,Specialty Industrial Machinery,9.77B
RS,Reliance Steel & Aluminum,Metals & Mining,9.36B
RSG,Republic Services,Commercial Services & Supplies,40.57B
RSI,Rush Street Interactive,Gambling,4.28B
RSKD,Riskified,Software-Application,3.06B
RSLS,ReShape Lifesciences,Health Care Equipment & Supplies,47.69M
RSSS,Research Solutions,IT Services,73.78M
RSVR,Reservoir Media,Entertainment,572.14M
RTLR,Rattler Midstream,"Oil, Gas & Consumable Fuels",1.89B
RTPY,Reinvent Technology Partners Y,Shell Companies,1.22B
RTX,Raytheon Technologies,Aerospace & Defense,137.10B
RUBY,Rubius Therapeutics,Biotechnology,1.44B
RUN,SunRun,Electrical Equipment,10.02B
RUSHA,Rush Enterprises,Trading Companies & Distributors,2.64B
RUSHB,Rush Enterprises,Auto & Truck Dealerships,2.67B
RUTH,Ruth's Hospitality Group,"Hotels, Restaurants & Leisure",679.19M
RVAC,Riverview Acquisition,Shell Companies,308.44M
RVI,Retail Value,Equity Real Estate Investment Trusts...,573.33M
RVLV,Revolve Group,Internet & Direct Marketing Retail,4.95B
RVMD,Revolution Medicines,Biotechnology,1.98B
RVNC,Revance Therapeutics,Pharmaceuticals,1.63B
RVP,Retractable Technologies,Health Care Equipment & Supplies,321.05M
RVPH,Reviva Pharmaceuticals,Biotechnology,49.07M
RVSB,Riverview Bancorp,Thrifts & Mortgage Finance,165.80M
RWLK,ReWalk Robotics,Health Care Equipment & Supplies,86.80M
RWT,Redwood Trust,Mortgage Real Estate Investment Trus...,1.57B
RXDX,Prometheus Biosciences,Biotechnology,970.10M
RXRA,RXR Acquisition,Shell Companies,418.31M
RXRX,Recursion Pharmaceuticals,Biotechnology,3.29B
RXST,RxSight,Medical Devices,332.31M
RXT,Rackspace Technology,Software-Infrastructure,2.93B
RY,Royal Bank of Canada,Banks,151.21B
RYAAY,Ryanair Holdings,Airlines,25.86B
RYAM,Rayonier Advanced Materials,Chemicals,477.39M
RYAN,Ryan Specialty Group,Insurance-Specialty,9.44B
RYB,RYB Education,Diversified Consumer Services,81.93M
RYI,Ryerson Holding,Metals & Mining,904.54M
RYN,Rayonier,Equity Real Estate Investment Trusts...,5.25B
RYTM,Rhythm Pharmaceuticals,Biotechnology,551.25M
RZLT,Rezolute,Biotechnology,57.41M
S,SentinelOne,Software-Infrastructure,16.70B
SA,Seabridge Gold,Metals & Mining,1.35B
SABR,Sabre Corporation,IT Services,3.96B
SACH,Sachem Capital,Thrifts & Mortgage Finance,164.52M
SAFE,Safehold,Equity Real Estate Investment Trusts...,4.21B
SAFM,Sanderson Farms,Food Products,4.18B
SAFT,Safety Insurance Group,Insurance,1.18B
SAGE,Sage Therapeutics,Biotechnology,2.59B
SAH,Sonic Automotive,Specialty Retail,2.15B
SAIA,"Saia, Inc.",Road & Rail,6.89B
SAIC,Science Applications International,IT Services,5.13B
SAIL,SailPoint Technologies,Software,4.29B
SAL,Salisbury Bancorp,Banks,150.24M
SALM,Salem Media Group,Media,87.32M
SAM,Boston Beer Company,Beverages,6.28B
SAMG,Silvercrest Asset Management,Capital Markets,223.78M
SAN,Banco Santander,Banks,67.17B
SANA,Sana Biotechnology,Biotechnology,3.70B
SAND,Sandstorm Gold,Metals & Mining,1.27B
SANM,Sanmina,"Electronic Equipment, Instruments & C...",2.56B
SANW,S&W Seed Company,Food Products,103.34M
SAP,SAP SE,Software,171.86B
SAR,Saratoga Investment,Capital Markets,333.44M
SASR,Sandy Spring Bancorp,Banks,2.25B
SATS,EchoStar,Communications Equipment,2.22B
SAVA,Cassava Sciences,Pharmaceuticals,1.99B
SAVE,Spirit Airlines,Airlines,2.56B
SB,Safe Bulkers,Marine,560.40M
SBAC,SBA Communications,Equity Real Estate Investment Trusts...,35.51B
SBCF,Seacoast Banking Corporation of Florida,Banks,2.09B
SBEA,SilverBox Engaged Merger I,Shell Companies,418.31M
SBET,SharpLink Gaming,Gambling,61.93M
SBEV,Splash Beverage Group,Beverages-Brewers,58.53M
SBFG,SB Financial Group,Banks,127.68M
SBGI,Sinclair Broadcast Group,Media,1.98B
SBH,Sally Beauty Holdings,Specialty Retail,1.82B
SBII,Sandbridge X2,Shell Companies,289.98M
SBLK,Star Bulk Carriers,Marine,2.26B
SBNY,Signature Bank,Banks,17.66B
SBOW,SilverBow Resources,"Oil, Gas & Consumable Fuels",446.49M
SBR,Sabine Royalty Trust,"Oil, Gas & Consumable Fuels",633.76M
SBRA,Sabra Health Care REIT,Equity Real Estate Investment Trusts...,3.46B
SBS,Companhia de Saneamento Basico,Water Utilities,4.83B
SBSI,Southside Bancshares,Banks,1.24B
SBSW,Sibanye Stillwater,Metals & Mining,10.97B
SBT,Sterling Bancorp,Thrifts & Mortgage Finance,260.97M
SBTX,Silverback Therapeutics,Biotechnology,327.24M
SBUX,Starbucks,"Hotels, Restaurants & Leisure",133.13B
SC,Santander Consumer USA,Consumer Finance,12.88B
SCAQ,Stratim Cloud Acquisition,Shell Companies,304.38M
SCCO,Southern Copper,Metals & Mining,50.34B
SCHL,Scholastic,Media,1.21B
SCHN,Schnitzer Steel Industries,Metals & Mining,1.44B
SCHW,Charles Schwab,Capital Markets,151.89B
SCI,Service Corporation International,Diversified Consumer Services,10.45B
SCKT,Socket Mobile,"Technology Hardware, Storage & Periph...",53.20M
SCL,Stepan Company,Chemicals,2.67B
SCLE,Broadscale Acquisition,Shell Companies,419.18M
SCM,Stellus Capital Investment,Capital Markets,264.23M
SCOA,ScION Tech Growth I,Shell Companies,702.94M
SCOB,ScION Tech Growth II,Shell Companies,421.76M
SCOR,Comscore,Media,299.17M
SCPH,scPharmaceuticals,Pharmaceuticals,169.60M
SCPL,SciPlay,Entertainment,518.46M
SCPS,Scopus Biopharma,Biotechnology,70.44M
SCR,Score Media & Gaming,Electronic Gaming & Multimedia,1.99B
SCS,Steelcase,Commercial Services & Supplies,1.41B
SCSC,ScanSource,"Electronic Equipment, Instruments & C...",936.85M
SCU,Sculptor Capital Management,Capital Markets,1.56B
SCVL,Shoe Carnival,Specialty Retail,928.20M
SCVX,SCVX Corp.,Shell Companies,286.35M
SCWX,SecureWorks,Software,1.61B
SCX,L.S. Starrett Company,Machinery,78.30M
SCYX,SCYNEXIS,Pharmaceuticals,127.47M
SD,SandRidge Energy,"Oil, Gas & Consumable Fuels",435.41M
SDAC,Sustainable Development Acquisition I,Shell Companies,387.80M
SDC,SmileDirectClub,Health Care Equipment & Supplies,2.15B
SDGR,Schrodinger,Health Care Technology,3.92B
SDH,Global Internet of People,Consulting Services,52.77M
SDPI,Superior Drilling Products,Energy Equipment & Services,34.78M
SE,Sea Limited,Entertainment,197.17B
SEAC,SeaChange International,Software,47.91M
SEAH,Sports Entertainment Acquisition,Shell Companies,564.19M
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",4.75B
SEB,Seaboard Corporation,Food Products,4.79B
SECO,Secoo Holding,Internet & Direct Marketing Retail,80.54M
SEDG,SolarEdge Technologies,Semiconductors & Semiconductor Equipment,15.65B
SEE,Sealed Air,Containers & Packaging,8.60B
SEED,Origin Agritech,Food Products,54.90M
SEEL,Seelos Therapeutics,Pharmaceuticals,231.23M
SEER,"Seer, Inc",Life Sciences Tools & Services,2.04B
SEIC,SEI Investments,Capital Markets,8.69B
SELB,Selecta Biosciences,Biotechnology,491.39M
SELF,Global Self Storage,Equity Real Estate Investment Trusts...,56.11M
SEM,Select Medical Holdings,Health Care Providers & Services,4.50B
SEMR,SEMrush Holdings,Software,3.01B
SENEA,Seneca Foods,Food Products,463.81M
SENEB,Seneca Foods,Food Products,481.65M
SENS,Senseonics Holdings,Health Care Equipment & Supplies,1.47B
SERA,Sera Prognostics,Diagnostics & Research,334.99M
SESN,Sesen Bio,Biotechnology,183.99M
SEVN,Seven Hills Realty Trust,REIT-Mortgage,105.34M
SF,Stifel Financial,Capital Markets,7.87B
SFBC,Sound Financial Bancorp,Banks,119.18M
SFBS,ServisFirst Bancshares,Banks,4.09B
SFE,Safeguard Scientifics,Capital Markets,173.50M
SFET,Safe-T Group,Software,32.65M
SFIX,Stitch Fix,Internet & Direct Marketing Retail,3.58B
SFL,SFL Corporation,"Oil, Gas & Consumable Fuels",1.15B
SFM,Sprouts Farmers Markets,Food & Staples Retailing,2.56B
SFNC,Simmons First National,Banks,3.60B
SFST,Southern First Bancshares,Banks,429.36M
SFT,Shift Technologies,Internet Retail,573.24M
SFUN,Fang Holdings,Interactive Media & Services,50.88M
SGA,Saga Communications,Media,134.11M
SGAM,Seaport Global Acquisition,Shell Companies,172.50M
SGBX,SG Blocks,Machinery,28.06M
SGC,Superior Group of Companies,"Textiles, Apparel & Luxury Goods",390.96M
SGEN,Seagen,Biotechnology,31.43B
SGFY,Signify Health,Health Information Services,2.89B
SGH,SMART Global Holdings,Semiconductors & Semiconductor Equipment,1.29B
SGHT,Sight Sciences,Medical Devices,995.84M
SGLB,Sigma Labs,Aerospace & Defense,35.36M
SGMA,SigmaTron International,"Electronic Equipment, Instruments & C...",40.96M
SGML,Sigma Lithium,Other Industrial Metals & Mining,835.24M
SGMO,Sangamo Therapeutics,Biotechnology,1.24B
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",8.22B
SGOC,SGOCO Group,"Electronic Equipment, Instruments & C...",593.33M
SGRP,SPAR Group,Media,31.36M
SGRY,Surgery Partners,Health Care Providers & Services,3.38B
SGTX,Sigilon Therapeutics,Biotechnology,181.28M
SGU,Star Group,Gas Utilities,420.61M
SHAC,SCP & CO Healthcare Acquisition,Shell Companies,280.60M
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",3.17B
SHBI,Shore Bancshares,Banks,209.26M
SHC,Sotera Health,Diagnostics & Research,7.40B
SHCR,Sharecare,Health Information Services,2.30B
SHEN,Shenandoah Telecommunications,Wireless Telecommunication Services,1.55B
SHG,Shinhan Financial Group,Banks,17.19B
SHI,Sinopec Shanghai Petrochemical,Chemicals,5.57B
SHIP,Seanergy Maritime Holdings,Marine,220.72M
SHLS,Shoals Technologies Group,Solar,4.70B
SHLX,Shell Midstream Partners,"Oil, Gas & Consumable Fuels",4.64B
SHO,Sunstone Hotel Investors,Equity Real Estate Investment Trusts...,2.72B
SHOO,Steven Madden,"Textiles, Apparel & Luxury Goods",3.53B
SHOP,Shopify,IT Services,177.80B
SHPW,Shapeways,Specialty Industrial Machinery,360.77M
SHQA,Shelter Acquisition I,Shell Companies,244.13M
SHW,Sherwin-Williams,Chemicals,78.02B
SHYF,Shyft Group,Machinery,1.31B
SI,Silvergate Capital,Banks,4.23B
SIBN,"SI-BONE, Inc.",Health Care Equipment & Supplies,721.65M
SIC,Select Interior Concepts,Diversified Consumer Services,375.96M
SID,Companhia Siderurgica Nacional,Metals & Mining,6.64B
SIEB,Siebert Financial,Capital Markets,98.54M
SIEN,Sientra,Health Care Equipment & Supplies,312.60M
SIF,SIFCO Industries,Aerospace & Defense,49.47M
SIFY,Sify Technologies,Diversified Telecommunication Services,645.12M
SIG,Signet Jewelers,Specialty Retail,4.69B
SIGA,SIGA Technologies,Pharmaceuticals,527.79M
SIGI,Selective Insurance Group,Insurance,4.69B
SII,Sprott,Capital Markets,948.57M
SILC,Silicom,Communications Equipment,284.35M
SILK,Silk Road Medical,Health Care Equipment & Supplies,2.01B
SILV,SilverCrest Metals,Metals & Mining,1.06B
SIM,Grupo Simec,Metals & Mining,3.70B
SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,2.39B
SINO,Sino-Global Shipping America,Transportation Infrastructure,43.13M
SINT,SINTX Technologies,Health Care Equipment & Supplies,31.13M
SIOX,Sio Gene Therapies,Biotechnology,153.91M
SIRI,Sirius XM,Media,24.38B
SISI,Shineco,Personal Products,97.24M
SITC,SITE Centers,Equity Real Estate Investment Trusts...,3.54B
SITE,SiteOne Landscape Supply,Trading Companies & Distributors,9.23B
SITM,SiTime,Semiconductors & Semiconductor Equipment,4.24B
SIVB,SVB Financial Group,Banks,40.50B
SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",3.69B
SJ,Scienjoy Holding,Broadcasting,108.57M
SJI,South Jersey Industries,Gas Utilities,2.46B
SJM,J. M. Smucker,Food Products,13.16B
SJR,Shaw Communications,Media,14.67B
SJT,San Juan Basin Royalty Trust,"Oil, Gas & Consumable Fuels",250.52M
SJW,SJW Group,Water Utilities,2.02B
SKIL,Skillsoft,Education & Training Services,1.68B
SKIN,Beauty Health Co.,Household & Personal Products,3.50B
SKLZ,Skillz,Entertainment,3.56B
SKM,SK Telecom,Wireless Telecommunication Services,17.91B
SKT,Tanger Factory Outlet Centers,Equity Real Estate Investment Trusts...,1.78B
SKX,Skechers USA,"Textiles, Apparel & Luxury Goods",6.80B
SKY,Skyline Champion,Household Durables,3.56B
SKYA,Skydeck Acquisition,Shell Companies,255.94M
SKYT,SkyWater Technology,Semiconductors,1.15B
SKYW,Sky West,Airlines,2.50B
SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment,6.62B
SLAC,Social Leverage Acquisition I,Shell Companies,420.68M
SLAM,Slam Corp.,Shell Companies,126.49M
SLB,Schlumberger,Energy Equipment & Services,48.25B
SLCA,U.S. Silica Holdings,Energy Equipment & Services,738.57M
SLCR,Silver Crest Acquisition,Shell Companies,425.64M
SLCT,Select Bancorp,Banks,325.29M
SLDB,Solid Biosciences,Biotechnology,234.93M
SLF,Sun Life Financial,Insurance,32.65B
SLG,SL Green Realty,Equity Real Estate Investment Trusts...,5.03B
SLGC,SomaLogic,Health Information Services,2.12B
SLGG,Super League Gaming,Interactive Media & Services,115.56M
SLGL,Sol-Gel Technologies,Pharmaceuticals,214.75M
SLGN,Silgan Holdings,Containers & Packaging,4.46B
SLHG,Skylight Health Group,Medical Care Facilities,42.80M
SLI,Standard Lithium,Other Industrial Metals & Mining,776.16M
SLM,SLM Corporation,Consumer Finance,5.40B
SLN,Silence Therapeutics,Biotechnology,673.33M
SLNG,Stabilis Energy,"Oil, Gas & Consumable Fuels",122.49M
SLNO,Soleno Therapeutics,Biotechnology,65.47M
SLP,Simulations Plus,Health Care Technology,774.71M
SLQT,SelectQuote,Insurance Brokers,2.20B
SLRC,SLR Investment,Capital Markets,838.67M
SLRX,Salarius Pharmaceuticals,Biotechnology,39.56M
SLS,SELLAS Life Sciences Group,Biotechnology,141.44M
SLVM,Sylvamo,Paper & Paper Products,1.26B
SM,SM Energy,"Oil, Gas & Consumable Fuels",3.64B
SMAR,Smartsheet,Software,8.76B
SMBC,Southern Missouri Bancorp,Thrifts & Mortgage Finance,422.00M
SMBK,SmartFinancial,Banks,437.22M
SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",1.77B
SMED,Sharps Compliance,Health Care Providers & Services,154.70M
SMFG,Sumitomo Mitsui Financial Group,Banks,46.80B
SMFR,Sema4 Holdings,Health Information Services,1.78B
SMG,Scotts Miracle-Gro,Chemicals,8.22B
SMHI,Seacor Marine Holdings,Energy Equipment & Services,131.17M
SMID,Smith-Midland,Construction Materials,93.25M
SMIH,Summit Healthcare Acquisition,Shell Companies,249.00M
SMIT,Schmitt Industries,"Electronic Equipment, Instruments & C...",15.13M
SMLP,Summit Midstream Partners,"Oil, Gas & Consumable Fuels",242.75M
SMLR,Semler Scientific,Health Care Equipment & Supplies,934.14M
SMMF,Summit Financial Group,Banks,331.88M
SMMT,Summit Therapeutics,Biotechnology,503.37M
SMP,Standard Motor Products,Auto Components,1.06B
SMPL,Simply Good Foods,Food Products,3.33B
SMRT,SmartRent,Electromedical and Electrotherapeutic...,22.49B
SMSI,Smith Micro Software,Software,305.75M
SMTC,Semtech,Semiconductors & Semiconductor Equipment,4.96B
SMTI,Sanara MedTech,Medical Care Facilities,251.53M
SMTS,Sierra Metals,Metals & Mining,393.79M
SMWB,Similarweb,Internet Content & Information,1.55B
SNA,Snap-on,Machinery,11.77B
SNAP,"Snap, Inc.",Interactive Media & Services,125.19B
SNAX,Stryve Foods,Packaged Foods,42.73M
SNBR,Sleep Number,Specialty Retail,2.10B
SNCE,Science 37,Health Information Services,1.21B
SNCR,Synchronoss Technologies,Software,198.26M
SNCY,Sun Country Airlines Holdings,Airlines,1.85B
SND,Smart Sand,Energy Equipment & Services,111.05M
SNDL,Sundial Growers,Pharmaceuticals,1.35B
SNDR,Schneider National,Road & Rail,4.22B
SNDX,Syndax Pharmaceuticals,Biotechnology,903.99M
SNES,SenesTech,Pharmaceuticals,18.04M
SNEX,StoneX Group,Capital Markets,1.37B
SNFCA,Security National Financial,Thrifts & Mortgage Finance,166.84M
SNGX,Soligenix,Biotechnology,42.51M
SNII,Supernova Partners Acquisition II,Shell Companies,426.83M
SNMP,Sanchez Midstream Partners,"Oil, Gas & Consumable Fuels",81.09M
SNN,Smith & Nephew,Health Care Equipment & Supplies,15.27B
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,16.90M
SNOW,Snowflake,IT Services,101.67B
SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",78.74B
SNPO,Snap One Holdings,Electronics & Computer Distribution,1.15B
SNPS,Synopsys,Software,46.71B
SNPX,Synaptogenix,Biotechnology,67.74M
SNRH,Senior Connect Acquisition I,Shell Companies,505.08M
SNSE,Sensei Biotherapeutics,Biotechnology,217.79M
SNT,Senstar Technologies,Security & Protection Services,89.93M
SNTG,Sentage Holdings,Credit Services,32.62M
SNV,Synovus Financial,Banks,6.82B
SNX,Synnex,"Electronic Equipment, Instruments & C...",10.30B
SNY,Sanofi,Pharmaceuticals,120.58B
SO,Southern Company,Electric Utilities,66.12B
SOFI,SoFi Technologies,Credit Services,16.62B
SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts...,40.80M
SOHU,Sohu.com,Interactive Media & Services,851.77M
SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,378.93M
SOL,ReneSola,Construction & Engineering,505.33M
SOLO,Electrameccanica Vehicles,Automobiles,396.56M
SOLY,Soliton,Health Care Equipment & Supplies,441.65M
SON,Sonoco Products,Containers & Packaging,6.03B
SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",16.95M
SONN,Sonnet BioTherapeutics,Biotechnology,38.11M
SONO,"Sonos, Inc.",Household Durables,4.08B
SONY,Sony Group,Household Durables,139.99B
SOPH,SOPHiA GENETICS,Health Information Services,1.00B
SOS,SOS Limited,Software-Infrastructure,423.12M
SOTK,Sono-Tek Corporation,"Electronic Equipment, Instruments & C...",91.52M
SOVO,Sovos Brands,Packaged Foods,1.42B
SP,SP Plus,Commercial Services & Supplies,684.95M
SPAQ,Spartan Acquisition III,Shell Companies,685.17M
SPB,Spectrum Brands Holdings,Household Products,4.06B
SPCB,SuperCom,"Electronic Equipment, Instruments & C...",17.90M
SPCE,Virgin Galactic,Aerospace & Defense,5.15B
SPFI,South Plains Financial,Banks,441.50M
SPG,Simon Property Group,Equity Real Estate Investment Trusts...,47.30B
SPGI,S&P Global,Capital Markets,106.98B
SPGS,Simon Property Group Acquisition,Shell Companies,421.12M
SPH,Suburban Propane Partners,Gas Utilities,1.00B
SPI,SPI Energy,Semiconductors & Semiconductor Equipment,114.40M
SPIR,Spire Global,Semiconductors & Semiconductor Equipment,863.14M
SPK,SPK Acquisition,Shell Companies,69.30M
SPKB,Silver Spike Acquisition II,Shell Companies,350.57M
SPLK,Splunk,Software,26.48B
SPLP,Steel Partners Holdings,Industrial Conglomerates,656.25M
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,543.06M
SPNS,Sapiens International,Software,1.81B
SPNT,SiriusPoint,Insurance-Reinsurance,1.53B
SPOK,Spok Holdings,Wireless Telecommunication Services,194.87M
SPOT,Spotify Technology,Entertainment,47.61B
SPPI,Spectrum Pharmaceuticals,Biotechnology,327.32M
SPR,Spirit AeroSystems,Aerospace & Defense,4.53B
SPRB,Spruce Biosciences,Biotechnology,103.09M
SPRO,Spero Therapeutics,Biotechnology,546.50M
SPSC,SPS Commerce,Software,5.88B
SPT,Sprout Social,Software,6.80B
SPTK,SportsTek Acquisition,Shell Companies,209.16M
SPTN,SpartanNash,Food & Staples Retailing,807.17M
SPWH,Sportsman's Warehouse,Specialty Retail,783.12M
SPWR,SunPower,Semiconductors & Semiconductor Equipment,4.74B
SPXC,SPX Corporation,Machinery,2.70B
SQ,Square,IT Services,116.08B
SQFT,Presidio Property Trust,REIT-Diversified,40.25M
SQL,SeqLL,Diagnostics & Research,42.11M
SQM,Sociedad Quimica y Minera de Chile,Chemicals,15.77B
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,166.29M
SQSP,Squarespace,Software-Infrastructure,5.33B
SQZ,SQZ Biotechnologies,Biotechnology,334.89M
SR,Spire,Gas Utilities,3.32B
SRAD,Sportradar,Software-Application,6.93B
SRAX,"SRAX, Inc.",Media,155.49M
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts...,5.72B
SRCE,1st Source,Banks,1.20B
SRCL,Stericycle,Commercial Services & Supplies,6.27B
SRDX,SurModics,Health Care Equipment & Supplies,744.30M
SRE,Sempra Energy,Multi-Utilities,40.69B
SREV,ServiceSource International,IT Services,128.22M
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts...,649.23M
SRGA,Surgalign Holdings,Medical Devices,138.52M
SRI,Stoneridge,Auto Components,575.60M
SRL,Scully Royalty,Capital Markets,154.50M
SRLP,Sprague Resources,"Oil, Gas & Consumable Fuels",561.77M
SRNE,Sorrento Therapeutics,Biotechnology,2.04B
SRPT,Sarepta Therapeutics,Biotechnology,6.47B
SRRA,Sierra Oncology,Biotechnology,267.54M
SRRK,Scholar Rock Holding,Biotechnology,913.90M
SRSA,Sarissa Capital Acquisition,Shell Companies,245.00M
SRT,Startek,IT Services,231.33M
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,66.01M
SRZN,Surrozen,Biotechnology,217.87M
SSAA,Science Strategic Acquisition Alpha,Shell Companies,379.20M
SSB,South State Corporation,Banks,5.37B
SSBI,Summit State Bank,Banks,117.21M
SSBK,Southern States Bancshares,Banks-Regional,166.85M
SSD,Simpson Manufacturing,Building Products,5.02B
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,65.98M
SSL,Sasol,Chemicals,11.94B
SSNC,SS&C Technologies,Software,18.61B
SSNT,SilverSun Technologies,Software,29.02M
SSP,E.W. Scripps,Media,1.48B
SSRM,SSR Mining,Metals & Mining,3.41B
SSSS,SuRo Capital,Capital Markets,370.99M
SSTI,ShotSpotter,Software,443.54M
SSTK,Shutterstock,Internet & Direct Marketing Retail,4.67B
SSY,SunLink Health Systems,Health Care Providers & Services,18.35M
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1.80B
ST,Sensata Technologies Holding,Electrical Equipment,9.05B
STAA,STAAR Surgical,Health Care Equipment & Supplies,5.59B
STAB,Statera Biopharma,Biotechnology,101.10M
STAF,Staffing 360 Solutions,Professional Services,24.02M
STAG,Stag Industrial,Equity Real Estate Investment Trusts...,6.93B
STAR,iStar Inc.,Equity Real Estate Investment Trusts...,1.78B
STBA,S&T Bancorp,Banks,1.19B
STC,Stewart Information Services,Insurance,1.84B
STCN,Steel Connect,IT Services,127.45M
STE,Steris,Health Care Equipment & Supplies,22.29B
STEM,Stem,Software-Infrastructure,2.88B
STEP,StepStone Group,Asset Management,2.27B
STER,Sterling Check,Software-Infrastructure,2.46B
STFC,State Auto Financial,Insurance,2.26B
STG,Sunlands Technology Group,Diversified Consumer Services,61.50M
STGW,Stagwell,Advertising Agencies,2.46B
STIM,Neuronetics,Health Care Equipment & Supplies,132.64M
STKL,SunOpta,Food Products,873.99M
STKS,ONE Group Hospitality,"Hotels, Restaurants & Leisure",437.84M
STL,Sterling Bancorp,Banks,5.05B
STLA,Stellantis,Automobiles,61.40B
STLD,Steel Dynamics,Metals & Mining,12.74B
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,38.89B
STN,Stantec,Professional Services,5.49B
STNE,StoneCo,IT Services,11.48B
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1.02B
STOK,Stoke Therapeutics,Biotechnology,864.34M
STON,StoneMor,Diversified Consumer Services,293.85M
STOR,STORE Capital,Equity Real Estate Investment Trusts...,9.29B
STRA,Strategic Education,Diversified Consumer Services,1.72B
STRC,Sarcos Technology & Robotics,Computer Hardware,901.98M
STRE,Supernova Partners Acquisition III,Shell Companies,342.86M
STRL,Sterling Construction Company,Construction & Engineering,654.39M
STRM,Streamline Health Solutions,Health Care Technology,81.61M
STRO,Sutro Biopharma,Biotechnology,867.57M
STRR,Star Equity Holdings,Diagnostics & Research,12.87M
STRS,Stratus Properties,Real Estate Management & Development,258.65M
STRT,STRATTEC Security,Auto Components,157.36M
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,154.81M
STT,State Street,Capital Markets,34.66B
STTK,Shattuck Labs,Biotechnology,803.28M
STVN,Stevanato Group,Medical Instruments & Supplies,6.97B
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trus...,7.36B
STX,Seagate Technology,"Technology Hardware, Storage & Periph...",18.36B
STXB,Spirit of Texas Bancshares,Banks,413.61M
STXS,Stereotaxis,Health Care Equipment & Supplies,426.93M
STZ,Constellation Brands,Beverages,40.58B
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",34.38B
SUI,Sun Communities,Equity Real Estate Investment Trusts...,22.67B
SUM,Summit Materials,Construction Materials,3.95B
SUMO,Sumo Logic,Software,1.89B
SUMR,Summer Infant,Leisure Products,18.33M
SUN,Sunoco,"Oil, Gas & Consumable Fuels",4.17B
SUNL,Sunlight Financial,Credit Services,205.28M
SUNS,Solar Senior Capital,Capital Markets,258.71M
SUNW,Sunworks,Electrical Equipment,171.21M
SUP,Superior Industries International,Auto Components,160.30M
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1.65B
SUPV,Grupo Supervielle,Banks,438.34M
SURF,Surface Oncology,Biotechnology,340.44M
SUZ,Suzano,Paper & Forest Products,12.60B
SV,Spring Valley Acquisition,Shell Companies,285.20M
SVBI,Severn Bancorp,Thrifts & Mortgage Finance,163.89M
SVC,Service Properties Trust,Equity Real Estate Investment Trusts...,1.94B
SVFA,SVF Investment,Shell Companies,738.15M
SVFB,SVF Investment 2,Shell Companies,289.20M
SVFC,SVF Investment 3,Shell Companies,405.06M
SVFD,Save Foods,Agricultural Inputs,17.11M
SVM,Silvercorp Metals,Metals & Mining,711.59M
SVOK,Seven Oaks Acquisition,Shell Companies,321.17M
SVRA,Savara,Biotechnology,145.26M
SVT,Servotronics,Electrical Equipment,29.35M
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,24.26M
SWAG,Software Acquisition Group III,Shell Companies,246.25M
SWAV,ShockWave Medical,Health Care Equipment & Supplies,6.80B
SWBI,Smith & Wesson Brands,Leisure Products,1.02B
SWBK,Switchback II,Shell Companies,394.17M
SWCH,"Switch, Inc.",IT Services,6.05B
SWET,Athlon Acquisition,Shell Companies,335.34M
SWI,SolarWinds,Software,3.08B
SWIM,Latham Group,Building Products & Equipment,1.64B
SWIR,Sierra Wireless,Communications Equipment,602.14M
SWK,Stanley Black & Decker,Machinery,29.78B
SWKH,SWK Holdings,Diversified Financial Services,245.60M
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,26.34B
SWM,Schweitzer-Mauduit International,Paper & Forest Products,1.11B
SWN,Southwestern Energy,"Oil, Gas & Consumable Fuels",4.93B
SWSS,Springwater Special Situations,Shell Companies,193.75M
SWTX,Springworks Therapeutics,Biotechnology,2.86B
SWX,Southwest Gas Holdings,Gas Utilities,4.09B
SXC,SunCoke Energy,Metals & Mining,577.52M
SXI,Standex International,Machinery,1.27B
SXT,Sensient Technologies,Chemicals,4.06B
SXTC,China SXT Pharmaceuticals,Personal Products,14.45M
